Status,Progress,Duration (in seconds),Finished,UserLanguage,StratAcadUES,EffortAcadUES,StratSportsUES,EffortSportsUES,StratParentUES,EffortParentUES,StratDietUES,EffortDietUES,EffortTeamUES,StratTeamUES,StratSalesUES,EffortSalesUES,StratRelationUES,EffortRelationUES,StratAcadUSE,EffortAcadUSE,StratSportsUSE,EffortSportsUSE,StratParentUSE,EffortParentUSE,StratDietUSE,EffortDietUSE,StratTeamUSE,EffortTeamUSE,StratSalesUSE,EffortSalesUSE,StratRelationUSE,EffortRelationUSE,EffortDim1_1,EffortDim1_2,EffortDim1_3,EffortDim2_1,EffortDim2_2,EffortDim2_3,EffortDim3_1,EffortDim3_2,EffortDim3_3,EffortDim4_1,EffortDim4_2,EffortDim4_3,StratDim1_1,StratDim1_2,StratDim1_3,StratDim2_1,StratDim2_2,StratDim2_3,StratDim3_1,StratDim3_2,StratDim3_3,StratDim4_1,StratDim4_2,StratDim4_3,Gender,Race,Race_6_TEXT,Age,Education,FL_134_DO,FL_133_DO,FL_111_DO,FL_26_DO
0,100,918,1,EN,,,,,,,,,,,,,,,2,2,2,2,5,5,2,1,5,3,2,6,5,6,4,3,7,6,7,4,7,3,4,4,6,5,7,4,7,4,5,5,7,6,4,4,7,5,1,6,Middle eastern,21,5,FL_111,,EffortSportsDifficulty-USE|EffortParentingDifficulty-USE|StrategyDietDifficulty-USE|StrategySportsDifficulty-USE|EffortAcademicDifficulty-USE|StrategySalesDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortSalesDifficulty-USE|StrategyParentingDifficulty-USE|StrategyAcademicDifficulty-USE|EffortTeamworkDifficulty-USE|EffortDietDifficulty-USE|EffortRelationshipDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,1442,1,EN,,,,,,,,,,,,,,,6,6,2,2,5,5,5,5,2,2,2,6,6,6,1,1,9,1,9,1,9,9,1,1,9,9,1,1,9,1,9,1,9,9,1,1,9,9,1,1,,26,3,FL_111,,EffortSportsDifficulty-USE|StrategySalesDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortSalesDifficulty-USE|EffortRelationshipDifficulty-USE|StrategySportsDifficulty-USE|EffortDietDifficulty-USE|StrategyParentingDifficulty-USE|EffortAcademicDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortParentingDifficulty-USE|StrategyDietDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyAcademicDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,555,1,EN,,,,,,,,,,,,,,,5,3,5,5,5,3,5,4,2,5,2,3,2,3,2,2,7,2,8,2,7,8,2,2,8,8,3,3,7,2,6,6,7,7,2,2,7,7,1,1,,28,4,FL_111,,EffortAcademicDifficulty-USE|StrategySportsDifficulty-USE|EffortParentingDifficulty-USE|EffortSportsDifficulty-USE|EffortDietDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyDietDifficulty-USE|StrategyParentingDifficulty-USE|StrategySalesDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyAcademicDifficulty-USE|EffortTeamworkDifficulty-USE|EffortSalesDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,391,1,EN,2,3,2,3,3,3,2,2,2,2,3,3,3,3,,,,,,,,,,,,,,,9,9,8,9,9,9,9,8,9,9,9,8,9,9,8,9,9,8,9,9,9,9,9,9,1,3,,35,5,FL_133,EffortSalesDifficulty-UES|StrategyAcademicDifficulty-UES|EffortRelationshipDifficulty-UES|EffortDietDifficulty-UES|StrategyParentingDifficulty-UES|StrategyDietDifficulty-UES|StrategySportsDifficulty-UES|StrategySalesDifficulty-UES|EffortParentingDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortAcademicDifficulty-UES|EffortSportsDifficulty-UES|StrategyTeamworkDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,491,1,EN,,,,,,,,,,,,,,,2,2,2,2,2,2,5,5,2,2,2,2,2,2,1,1,8,1,8,1,9,8,1,1,9,8,2,2,6,2,8,2,7,7,3,2,9,7,2,1,,50,5,FL_111,,StrategyTeamworkDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortParentingDifficulty-USE|EffortRelationshipDifficulty-USE|EffortDietDifficulty-USE|StrategyAcademicDifficulty-USE|EffortSportsDifficulty-USE|StrategySportsDifficulty-USE|StrategySalesDifficulty-USE|EffortAcademicDifficulty-USE|EffortSalesDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyDietDifficulty-USE|StrategyParentingDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,427,1,EN,,,,,,,,,,,,,,,3,3,3,3,5,5,5,2,2,5,2,2,6,3,1,1,9,1,8,1,2,8,1,1,9,8,2,2,9,2,5,5,7,6,4,5,8,4,1,3,,27,5,FL_111,,EffortTeamworkDifficulty-USE|EffortDietDifficulty-USE|StrategyDietDifficulty-USE|EffortSportsDifficulty-USE|StrategySalesDifficulty-USE|EffortAcademicDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortParentingDifficulty-USE|StrategySportsDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyParentingDifficulty-USE|StrategyAcademicDifficulty-USE|EffortSalesDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,471,1,EN,,,,,,,,,,,,,,,5,6,6,3,1,5,6,1,3,4,6,4,1,2,1,1,1,9,9,9,9,9,1,1,9,1,9,9,9,9,1,9,9,1,1,1,9,1,1,1,,20,3,FL_111,,StrategyDietDifficulty-USE|EffortRelationshipDifficulty-USE|EffortSalesDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE|EffortDietDifficulty-USE|EffortParentingDifficulty-USE|EffortAcademicDifficulty-USE|StrategyParentingDifficulty-USE|StrategySportsDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategySalesDifficulty-USE|EffortSportsDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,571,1,EN,3,4,4,5,1,3,2,5,6,2,3,2,4,1,,,,,,,,,,,,,,,3,6,3,3,2,3,6,3,3,4,5,4,2,3,4,3,1,3,3,2,3,2,5,4,1,3,,30,6,FL_133,EffortSportsDifficulty-UES|EffortAcademicDifficulty-UES|EffortSalesDifficulty-UES|EffortParentingDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyDietDifficulty-UES|StrategySportsDifficulty-UES|StrategyParentingDifficulty-UES|EffortDietDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategySalesDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyAcademicDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,2084,1,EN,2,2,2,2,6,6,3,3,6,6,6,2,6,1,,,,,,,,,,,,,,,4,2,6,2,6,2,7,7,2,3,7,5,8,2,8,2,2,7,7,3,5,2,8,3,1,3,,34,4,FL_133,StrategyAcademicDifficulty-UES|StrategyDietDifficulty-UES|StrategyParentingDifficulty-UES|EffortAcademicDifficulty-UES|StrategySalesDifficulty-UES|EffortSportsDifficulty-UES|EffortDietDifficulty-UES|EffortRelationshipDifficulty-UES|EffortTeamworkDifficulty-UES|EffortSalesDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortParentingDifficulty-UES|StrategySportsDifficulty-UES|StrategyRelationshipDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,210,1,EN,2,2,5,2,6,2,6,6,3,3,3,2,5,5,,,,,,,,,,,,,,,1,1,9,1,9,1,9,9,1,1,9,9,1,1,9,1,1,1,9,1,1,1,8,9,1,3,,25,5,FL_133,StrategyDietDifficulty-UES|StrategyAcademicDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategySportsDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortSalesDifficulty-UES|EffortParentingDifficulty-UES|EffortDietDifficulty-UES|StrategyParentingDifficulty-UES|EffortRelationshipDifficulty-UES|StrategySalesDifficulty-UES|EffortAcademicDifficulty-UES|EffortSportsDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,379,1,EN,2,3,5,1,2,2,4,3,3,3,2,2,3,1,,,,,,,,,,,,,,,5,6,6,4,6,6,3,6,6,4,6,6,3,6,6,5,5,6,3,5,6,4,6,6,1,5,,24,5,FL_133,EffortSportsDifficulty-UES|EffortTeamworkDifficulty-UES|EffortDietDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyAcademicDifficulty-UES|EffortSalesDifficulty-UES|StrategySalesDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortParentingDifficulty-UES|StrategyDietDifficulty-UES|StrategyParentingDifficulty-UES|StrategySportsDifficulty-UES|EffortAcademicDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,1521,1,EN,,,,,,,,,,,,,,,5,5,5,5,6,6,5,5,2,2,2,2,6,6,2,2,7,2,7,2,8,8,3,2,8,6,7,2,7,3,4,6,7,4,6,2,8,4,1,1,,33,5,FL_111,,EffortDietDifficulty-USE|EffortRelationshipDifficulty-USE|EffortAcademicDifficulty-USE|StrategySportsDifficulty-USE|EffortSportsDifficulty-USE|StrategySalesDifficulty-USE|StrategyParentingDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyDietDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortSalesDifficulty-USE|EffortParentingDifficulty-USE|EffortTeamworkDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,133,1,EN,,,,,,,,,,,,,,,4,5,5,2,3,5,2,4,5,5,3,3,4,5,6,5,4,4,5,4,6,4,5,5,4,5,5,5,4,6,6,6,4,4,6,4,5,4,1,5,,25,5,FL_111,,EffortDietDifficulty-USE|StrategyParentingDifficulty-USE|StrategyAcademicDifficulty-USE|EffortSalesDifficulty-USE|EffortRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE|EffortAcademicDifficulty-USE|EffortParentingDifficulty-USE|StrategyDietDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategySalesDifficulty-USE|StrategySportsDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortSportsDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,241,1,EN,5,5,4,4,2,2,6,6,3,4,3,3,2,2,,,,,,,,,,,,,,,2,2,8,2,5,2,8,5,2,2,8,5,8,2,8,2,5,5,8,5,2,2,8,5,2,1,,34,5,FL_133,EffortParentingDifficulty-UES|EffortDietDifficulty-UES|EffortAcademicDifficulty-UES|StrategyDietDifficulty-UES|EffortSalesDifficulty-UES|EffortTeamworkDifficulty-UES|StrategySalesDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyParentingDifficulty-UES|EffortRelationshipDifficulty-UES|EffortSportsDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategySportsDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,247,1,EN,,,,,,,,,,,,,,,5,2,2,3,5,5,5,5,5,2,2,2,5,2,4,4,9,3,4,4,9,5,5,4,9,5,3,1,8,2,5,2,8,5,2,2,8,5,2,1,,46,5,FL_111,,EffortSalesDifficulty-USE|EffortSportsDifficulty-USE|StrategySportsDifficulty-USE|StrategyParentingDifficulty-USE|EffortAcademicDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyAcademicDifficulty-USE|EffortRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortDietDifficulty-USE|StrategySalesDifficulty-USE|StrategyDietDifficulty-USE|EffortParentingDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,437,1,EN,2,2,3,3,6,6,2,2,6,6,3,6,3,5,,,,,,,,,,,,,,,1,1,9,1,9,1,9,9,1,1,9,9,6,7,9,3,5,3,8,4,5,4,8,5,2,1,,65,5,FL_133,EffortSportsDifficulty-UES|StrategySalesDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortSalesDifficulty-UES|StrategySportsDifficulty-UES|StrategyParentingDifficulty-UES|EffortAcademicDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortParentingDifficulty-UES|EffortTeamworkDifficulty-UES|EffortDietDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyDietDifficulty-UES|EffortRelationshipDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,212,1,EN,,,,,,,,,,,,,,,2,2,2,2,5,5,5,5,5,5,2,2,6,6,3,3,3,3,7,3,3,7,3,3,7,7,3,3,3,3,7,3,4,7,3,3,6,7,2,1,,24,5,FL_111,,EffortTeamworkDifficulty-USE|EffortParentingDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortDietDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyParentingDifficulty-USE|EffortSalesDifficulty-USE|EffortAcademicDifficulty-USE|StrategyDietDifficulty-USE|EffortSportsDifficulty-USE|StrategySportsDifficulty-USE|StrategySalesDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortRelationshipDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,272,1,EN,2,2,2,2,2,2,2,2,6,6,3,3,3,3,,,,,,,,,,,,,,,1,1,3,1,9,1,6,9,1,1,8,9,2,2,7,1,4,3,3,6,4,1,7,6,1,"1,5",,30,4,FL_133,StrategyDietDifficulty-UES|StrategySalesDifficulty-UES|EffortParentingDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyAcademicDifficulty-UES|EffortSalesDifficulty-UES|EffortTeamworkDifficulty-UES|EffortAcademicDifficulty-UES|EffortDietDifficulty-UES|EffortSportsDifficulty-UES|StrategySportsDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyParentingDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,683,1,EN,3,2,3,3,6,6,3,6,3,3,6,2,6,5,,,,,,,,,,,,,,,1,1,9,1,9,1,9,9,1,1,9,9,5,2,8,3,5,4,7,7,4,4,8,3,1,2,,31,3,FL_133,EffortDietDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyParentingDifficulty-UES|EffortSportsDifficulty-UES|EffortSalesDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyDietDifficulty-UES|StrategySportsDifficulty-UES|EffortParentingDifficulty-UES|EffortAcademicDifficulty-UES|EffortRelationshipDifficulty-UES|EffortTeamworkDifficulty-UES|StrategySalesDifficulty-UES|StrategyRelationshipDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,309,1,EN,,,,,,,,,,,,,,,2,5,5,5,3,3,5,5,2,2,2,2,6,6,1,2,7,2,7,1,9,8,1,2,7,7,5,3,6,3,6,4,6,5,3,3,8,4,1,"1,5",,49,6,FL_111,,StrategyRelationshipDifficulty-USE|EffortParentingDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyAcademicDifficulty-USE|EffortSportsDifficulty-USE|StrategyParentingDifficulty-USE|EffortSalesDifficulty-USE|EffortDietDifficulty-USE|StrategyDietDifficulty-USE|EffortAcademicDifficulty-USE|StrategySalesDifficulty-USE|StrategySportsDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,296,1,EN,5,3,2,2,4,4,3,2,5,3,5,2,6,4,,,,,,,,,,,,,,,6,7,6,5,6,5,4,5,6,5,6,5,6,7,5,7,8,7,5,6,7,5,6,5,1,3,,48,6,FL_133,StrategyTeamworkDifficulty-UES|StrategySportsDifficulty-UES|EffortSportsDifficulty-UES|StrategyParentingDifficulty-UES|StrategyDietDifficulty-UES|StrategyAcademicDifficulty-UES|EffortParentingDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortSalesDifficulty-UES|EffortAcademicDifficulty-UES|StrategySalesDifficulty-UES|EffortRelationshipDifficulty-UES|EffortTeamworkDifficulty-UES|EffortDietDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,116,1,EN,2,2,2,2,2,2,2,2,2,2,3,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,,44,4,FL_133,StrategySalesDifficulty-UES|EffortDietDifficulty-UES|EffortParentingDifficulty-UES|EffortAcademicDifficulty-UES|EffortSportsDifficulty-UES|StrategyDietDifficulty-UES|StrategyParentingDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortRelationshipDifficulty-UES|StrategySportsDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyAcademicDifficulty-UES|EffortSalesDifficulty-UES|EffortTeamworkDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,622,1,EN,,,,,,,,,,,,,,,2,2,2,2,5,5,3,3,5,5,2,2,2,2,1,1,1,1,9,1,1,9,1,1,9,9,9,1,9,1,5,2,9,9,1,5,9,5,1,2,,30,5,FL_111,,StrategyTeamworkDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyAcademicDifficulty-USE|EffortSportsDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortSalesDifficulty-USE|StrategyDietDifficulty-USE|StrategySportsDifficulty-USE|EffortAcademicDifficulty-USE|StrategySalesDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyParentingDifficulty-USE|EffortParentingDifficulty-USE|EffortDietDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,222,1,EN,6,6,2,3,3,3,2,2,3,3,3,3,2,2,,,,,,,,,,,,,,,1,1,3,1,9,3,9,7,3,1,9,5,8,1,4,1,5,6,9,6,5,1,9,5,1,1,,39,5,FL_133,StrategyRelationshipDifficulty-UES|StrategyParentingDifficulty-UES|StrategyDietDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortSalesDifficulty-UES|StrategySportsDifficulty-UES|EffortDietDifficulty-UES|EffortSportsDifficulty-UES|StrategyAcademicDifficulty-UES|EffortAcademicDifficulty-UES|StrategySalesDifficulty-UES|EffortParentingDifficulty-UES|EffortRelationshipDifficulty-UES|EffortTeamworkDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,480,1,EN,,,,,,,,,,,,,,,2,3,2,3,1,3,2,3,5,5,2,2,6,2,7,4,6,2,1,1,8,7,2,1,1,2,1,2,7,1,1,1,2,8,2,2,7,4,1,1,,42,5,FL_111,,StrategyTeamworkDifficulty-USE|StrategySalesDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategySportsDifficulty-USE|EffortAcademicDifficulty-USE|EffortParentingDifficulty-USE|EffortTeamworkDifficulty-USE|EffortSalesDifficulty-USE|EffortDietDifficulty-USE|StrategyDietDifficulty-USE|StrategyAcademicDifficulty-USE|EffortSportsDifficulty-USE|StrategyParentingDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,347,1,EN,5,4,3,3,4,2,3,2,3,6,6,3,3,5,,,,,,,,,,,,,,,7,5,8,9,7,7,7,4,2,4,8,9,1,8,9,8,7,9,8,7,8,8,9,9,2,1,,38,5,FL_133,StrategyDietDifficulty-UES|EffortRelationshipDifficulty-UES|EffortSalesDifficulty-UES|EffortDietDifficulty-UES|StrategySportsDifficulty-UES|EffortTeamworkDifficulty-UES|EffortParentingDifficulty-UES|StrategySalesDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyParentingDifficulty-UES|EffortSportsDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortAcademicDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,420,1,EN,,,,,,,,,,,,,,,2,6,2,6,5,5,3,3,2,3,5,2,5,6,1,1,9,1,8,1,9,8,1,1,9,8,1,1,7,1,8,2,8,7,2,1,9,7,1,1,,39,6,FL_111,,StrategySportsDifficulty-USE|EffortSportsDifficulty-USE|EffortRelationshipDifficulty-USE|EffortDietDifficulty-USE|EffortParentingDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortAcademicDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyDietDifficulty-USE|EffortTeamworkDifficulty-USE|StrategySalesDifficulty-USE|StrategyParentingDifficulty-USE|EffortSalesDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,1196,1,EN,,,,,,,,,,,,,,,5,5,3,2,2,2,2,2,5,5,5,5,2,2,1,1,6,1,9,1,9,9,1,1,9,9,7,1,7,1,1,3,9,5,3,2,9,6,2,1,,40,3,FL_111,,EffortAcademicDifficulty-USE|StrategySalesDifficulty-USE|EffortParentingDifficulty-USE|StrategyAcademicDifficulty-USE|EffortTeamworkDifficulty-USE|EffortSportsDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortDietDifficulty-USE|StrategySportsDifficulty-USE|EffortSalesDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyParentingDifficulty-USE|StrategyDietDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,400,1,EN,,,,,,,,,,,,,,,5,5,4,4,2,2,3,3,3,3,5,5,3,3,1,1,9,2,8,2,9,8,1,1,9,7,8,7,7,2,5,4,7,7,3,2,8,6,2,1,,34,5,FL_111,,EffortAcademicDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategySalesDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyAcademicDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyParentingDifficulty-USE|EffortDietDifficulty-USE|EffortSportsDifficulty-USE|EffortTeamworkDifficulty-USE|EffortSalesDifficulty-USE|StrategyDietDifficulty-USE|StrategySportsDifficulty-USE|EffortParentingDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,578,1,EN,3,3,2,2,6,6,3,3,6,6,6,6,6,6,,,,,,,,,,,,,,,2,1,9,1,9,1,9,9,1,1,9,9,5,5,9,4,4,4,9,6,4,4,9,7,2,1,,57,5,FL_133,EffortParentingDifficulty-UES|StrategySalesDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyDietDifficulty-UES|EffortSalesDifficulty-UES|StrategyParentingDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortRelationshipDifficulty-UES|EffortDietDifficulty-UES|EffortTeamworkDifficulty-UES|EffortSportsDifficulty-UES|EffortAcademicDifficulty-UES|StrategySportsDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,713,1,EN,4,2,1,4,1,2,2,2,2,2,3,5,2,2,,,,,,,,,,,,,,,6,7,5,3,6,3,5,7,5,6,4,6,5,5,6,4,5,6,4,6,4,6,4,6,2,1,,38,5,FL_133,StrategyTeamworkDifficulty-UES|StrategySalesDifficulty-UES|StrategyAcademicDifficulty-UES|EffortSalesDifficulty-UES|EffortRelationshipDifficulty-UES|EffortTeamworkDifficulty-UES|EffortAcademicDifficulty-UES|StrategyDietDifficulty-UES|StrategySportsDifficulty-UES|StrategyParentingDifficulty-UES|EffortDietDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortParentingDifficulty-UES|EffortSportsDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,124,1,EN,,,,,,,,,,,,,,,3,5,4,3,3,3,4,2,5,3,4,5,3,5,7,5,6,6,7,6,8,6,6,5,7,6,7,6,6,5,5,7,7,5,6,7,6,6,1,3,,30,6,FL_111,,StrategyDietDifficulty-USE|StrategyParentingDifficulty-USE|EffortAcademicDifficulty-USE|EffortSportsDifficulty-USE|StrategySportsDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortDietDifficulty-USE|EffortTeamworkDifficulty-USE|StrategySalesDifficulty-USE|EffortSalesDifficulty-USE|EffortParentingDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyAcademicDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,505,1,EN,3,6,5,2,3,6,6,3,6,3,3,2,5,6,,,,,,,,,,,,,,,2,1,9,2,7,1,8,7,1,1,9,9,3,4,7,4,5,4,8,5,5,5,9,1,2,1,,51,5,FL_133,StrategySportsDifficulty-UES|StrategySalesDifficulty-UES|EffortAcademicDifficulty-UES|EffortParentingDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortSportsDifficulty-UES|EffortDietDifficulty-UES|EffortTeamworkDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyParentingDifficulty-UES|EffortSalesDifficulty-UES|StrategyDietDifficulty-UES|StrategyTeamworkDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,1725,1,EN,,,,,,,,,,,,,,,2,2,5,3,6,6,5,5,5,2,2,3,2,2,2,1,3,1,8,1,3,9,1,1,8,8,1,1,3,1,7,1,2,8,1,2,7,9,1,1,,26,5,FL_111,,StrategySportsDifficulty-USE|EffortAcademicDifficulty-USE|StrategyDietDifficulty-USE|EffortParentingDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategySalesDifficulty-USE|StrategyAcademicDifficulty-USE|EffortSportsDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyParentingDifficulty-USE|EffortTeamworkDifficulty-USE|EffortSalesDifficulty-USE|EffortDietDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,534,1,EN,,,,,,,,,,,,,,,5,6,2,2,6,6,5,5,5,5,2,2,6,6,2,1,8,2,8,1,6,2,1,3,7,8,2,3,4,2,6,5,6,2,2,3,7,3,1,"3,5",,22,4,FL_111,,EffortDietDifficulty-USE|EffortSportsDifficulty-USE|StrategyAcademicDifficulty-USE|EffortParentingDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortSalesDifficulty-USE|StrategySalesDifficulty-USE|StrategyParentingDifficulty-USE|EffortTeamworkDifficulty-USE|StrategySportsDifficulty-USE|StrategyDietDifficulty-USE|EffortAcademicDifficulty-USE|EffortRelationshipDifficulty-USE,EffortDimensions|StrategyDimensions
0,42,52,0,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_133,EffortSalesDifficulty-UES|EffortDietDifficulty-UES|StrategyDietDifficulty-UES|StrategyParentingDifficulty-UES|EffortSportsDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategySalesDifficulty-UES|EffortRelationshipDifficulty-UES|StrategySportsDifficulty-UES|EffortAcademicDifficulty-UES|StrategyAcademicDifficulty-UES|EffortParentingDifficulty-UES,,
0,42,181,0,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_111,,StrategySportsDifficulty-USE|EffortAcademicDifficulty-USE|EffortSalesDifficulty-USE|StrategySalesDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyParentingDifficulty-USE|StrategyDietDifficulty-USE|EffortParentingDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortDietDifficulty-USE|EffortSportsDifficulty-USE,
0,51,208,0,EN,,,,2,,,,,,,,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_133,EffortRelationshipDifficulty-UES|EffortSportsDifficulty-UES|EffortSalesDifficulty-UES|StrategyAcademicDifficulty-UES|EffortAcademicDifficulty-UES|EffortDietDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyDietDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyParentingDifficulty-UES|StrategySportsDifficulty-UES|EffortParentingDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategySalesDifficulty-UES,,
