ID,AptAdviceFail,AptExpectancyFail,AptAdviceSucc,AptExpectancySucc,EffortAdviceFail,EffortExpectancyFail,EffortAdviceSucc,EffortExpectancySucc,StratAdviseFail,StratExpectancyFail,StratAdviceSucc,StratExpectancySucc,Actions,Investigate,Invest,Switch,Transfer,Expectancy,AptOut,AptVar,AptUncon,EffortOut,EffortVar,EffortUncon,MoodOut,MoodVar,MoodUncon,StratOut,StratVar,StratUncon,LuckOut,LuckVar,LuckUncon,TaskOut,TaskVar,TaskUncon,SMS1,SMS2,SMS3,SMS4,SMS5,SMS6,SMS7,SMS8,SMS,SMO1,SMO2,SMO3,SMO,SO1,SO2,SO3,SO4,SO,Gender,Race_1,Race_2,Race_3,Race_4,Race_4_TEXT,Race_5,Race_7,Age,Education,Scenario,Valence,Attribution,DO-BR-FL_26,DO-BL-SO,Redo_Val,Redo_Den,Redo_Final,Method_Val,Method_Den,Method_Final,BruteForce_Val,BruteForce_Den,BruteForce_Final,TangibleRewards_Val,TangibleRewards_Den,TangibleRewards_Final,Threat_Val,Threat_Den,Threat_Final,Redo_Den2,Redo_Val2,Redo_Final2,BruteForce_Den2,BruteForce_Val2,BruteForce_Final2
263,,,,,,,,,,,"I would immediately implement the proposal as effectively as I could and I would let the employee be the lead on it, after all you should give credit where credit is due.",9,"I would immediately implement the proposal as effectively as I could and I would let the employee be the lead on it, after all you should give credit where credit is due.",0,0,0,0,9,1,5,2,1,1,1,1,7,2,1,7,3,7,7,7,5,6,5,5,4,5,4,5,4,4,4,4.375,6,6,5,5.666666667,4,4,4,5,4.25,1,1,,,,,,,54,3,Strategy Scenario Success,Success,Strategy,Strategy Dimensions|Luck Dimensions|Task Dimensions|Aptitude Dimensions|Effort Dimensions|Mood Dimensions,Q90|SO3|SO2|SO1|SO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,,,,,,,,,I would explain the employee personally how bag his work was and would give him suggestions in future to improve it.,9,,,I would explain the employee personally how bag his work was and would give him suggestions in future to improve it.,0,0,0,0,9,2,6,6,3,6,2,2,5,3,3,6,6,6,7,2,2,6,5,4,5,5,4,5,4,4,5,4.5,6,6,5,5.666666667,4,4,5,4,4.25,1,,,,,,,1,30,6,Strategy Scenario Fail,Fail,Strategy,Strategy Dimensions|Luck Dimensions|Mood Dimensions|Effort Dimensions|Aptitude Dimensions|Task Dimensions,Q90|SO4|SO2|SO3|SO1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,,,,,,,,,I would meet with the employee and provide my feedback.,5,,,I would meet with the employee and provide my feedback.,0,0,0,0,5,2,5,3,1,4,1,1,6,2,4,7,5,6,5,7,5,6,5,5,3,5,4,4,5,4,3,4.125,5,6,4,5,4,5,5,4,4.5,1,,,,,,1,,43,6,Strategy Scenario Fail,Fail,Strategy,Luck Dimensions|Effort Dimensions|Mood Dimensions|Task Dimensions|Aptitude Dimensions|Strategy Dimensions,Q90|SO1|SO4|SO2|SO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,,,,,,,,,I would let them know that i noticed not much effort was put in this proposal. It affects us all negatively as a department. You need to think more creatively about this.,8,,,I would let them know that i noticed not much effort was put in this proposal. It affects us all negatively as a department. You need to think more creatively about this.,0,0,0,0,8,4,5,5,4,5,6,5,5,4,6,5,6,4,5,6,5,4,5,3,4,4,4,3,4,4,5,3.875,4,4,5,4.333333333,4,4,3,4,3.75,2,1,,,,,,,29,5,Strategy Scenario Fail,Fail,Strategy,Effort Dimensions|Task Dimensions|Luck Dimensions|Aptitude Dimensions|Strategy Dimensions|Mood Dimensions,Q90|SO4|SO3|SO1|SO2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
267,,,,,I would reject the proposal and talk to the employee about how they are not meeting expectations and need to change their proposal.,4,,,,,,,I would reject the proposal and talk to the employee about how they are not meeting expectations and need to change their proposal.,0,0,0,0,4,1,1,6,1,7,1,1,7,5,4,7,1,7,7,7,7,7,5,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1.25,2,1,,,,,,,33,5,Effort Scenario Fail,Fail,Effort,Aptitude Dimensions|Luck Dimensions|Effort Dimensions|Strategy Dimensions|Mood Dimensions|Task Dimensions,Q90|SO2|SO3|SO4|SO1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
268,,,Praise the employee and let the employee know you value their contribution. Also at the earliest opportunity give the employee monetary compensation.,9,,,,,,,,,Praise the employee and let the employee know you value their contribution. Also at the earliest opportunity give the employee monetary compensation.,0,0,0,0,9,2,5,4,2,4,2,2,6,2,3,6,3,5,5,6,5,6,5,4,4,4,2,5,4,4,5,4,6,6,5,5.666666667,4,4,3,4,3.75,2,1,,,,,,,69,4,Aptitude Scenario Success,Success,Aptitude,Task Dimensions|Strategy Dimensions|Effort Dimensions|Luck Dimensions|Mood Dimensions|Aptitude Dimensions,Q90|SO3|SO1|SO4|SO2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
269,,,,,I would take the chance to let the employee know that the expectations are different than what he submitted and I would tell them and give them a chance to do it over again. ,9,,,,,,,I would take the chance to let the employee know that the expectations are different than what he submitted and I would tell them and give them a chance to do it over again. ,0,0,0,0,9,2,5,5,2,6,3,1,7,4,2,5,6,4,6,7,6,5,5,4,4,4,2,4,4,4,4,3.75,5,4,3,4,3,4,3,3,3.25,1,1,1,,,,,,24,5,Effort Scenario Fail,Fail,Effort,Effort Dimensions|Aptitude Dimensions|Task Dimensions|Mood Dimensions|Luck Dimensions|Strategy Dimensions,Q90|SO2|SO3|SO4|SO1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
270,,,,,,,,,,,"I would take this proposal and discuss it with the rest of the team, including managers and regular team members, to see how they feel about implementing it.",8,"I would take this proposal and discuss it with the rest of the team, including managers and regular team members, to see how they feel about implementing it.",0,0,0,0,8,3,5,4,4,3,1,2,4,3,2,5,2,1,7,7,4,6,5,4,4,4,2,4,3,5,4,3.75,5,5,4,4.666666667,4,3,3,5,3.75,1,1,,,,,,,38,4,Strategy Scenario Success,Success,Strategy,Strategy Dimensions|Effort Dimensions|Luck Dimensions|Mood Dimensions|Task Dimensions|Aptitude Dimensions,Q90|SO1|SO4|SO2|SO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,,,,,,,I would have to come up with a different project plan the caliber of the last product that I completed.,9,,,,,I would have to come up with a different project plan the caliber of the last product that I completed.,0,0,0,0,9,2,3,1,1,4,1,2,6,2,2,6,2,4,7,5,4,2,5,4,4,5,2,4,4,5,4,4,5,6,5,5.333333333,4,4,4,3,3.75,1,,,,1,,,,37,3,Effort Scenario Success,Success,Effort,Task Dimensions|Mood Dimensions|Effort Dimensions|Aptitude Dimensions|Luck Dimensions|Strategy Dimensions,Q90|SO2|SO1|SO3|SO4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,ask him about the job to see how he feels about things ,6,,,,,,,,,,,ask him about the job to see how he feels about things ,1,0,0,0,6,5,4,4,5,4,4,5,5,4,5,4,5,5,4,4,6,5,5,3,3,3,3,3,3,3,3,3,5,4,3,4,4,2,3,3,3,1,,,,,,,1,25,5,Aptitude Scenario Fail,Fail,Aptitude,Aptitude Dimensions|Task Dimensions|Strategy Dimensions|Effort Dimensions|Mood Dimensions|Luck Dimensions,Q90|SO1|SO4|SO2|SO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,,,,,,,,,"I would ask him about what happened. I think there was probably an underlying issue, possibly unrelated to work, that caused the low effort project. I think it's best addressed by fixing the problem that caused this.",7,,,"I would ask him about what happened. I think there was probably an underlying issue, possibly unrelated to work, that caused the low effort project. I think it's best addressed by fixing the problem that caused this.",1,0,0,0,7,3,5,3,2,6,2,4,7,4,3,3,3,5,5,2,3,4,5,3,2,3,2,4,4,4,4,3.25,5,5,6,5.333333333,3,4,3,4,3.5,1,1,,,,,,,32,4,Strategy Scenario Fail,Fail,Strategy,Luck Dimensions|Mood Dimensions|Strategy Dimensions|Effort Dimensions|Task Dimensions|Aptitude Dimensions,Q90|SO4|SO2|SO3|SO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,,,I would bring forward the proposal with the employee there to give them proper credit.,9,,,,,,,,,I would bring forward the proposal with the employee there to give them proper credit.,0,0,0,0,9,4,3,4,4,5,5,4,4,5,4,3,5,2,4,4,3,4,5,4,3,4,4,3,3,4,3,3.5,5,5,4,4.666666667,3,4,3,3,3.25,1,1,,,,,,,36,5,Aptitude Scenario Success,Success,Aptitude,Strategy Dimensions|Effort Dimensions|Aptitude Dimensions|Mood Dimensions|Luck Dimensions|Task Dimensions,Q90|SO1|SO4|SO2|SO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,,,,,,,,,,,I would praise the employee and make sure he knows he did a good job.,9,I would praise the employee and make sure he knows he did a good job.,0,0,0,0,9,5,2,3,5,6,2,5,6,3,3,5,4,5,2,3,7,4,5,4,3,4,4,2,2,3,3,3.125,5,6,3,4.666666667,4,5,3,4,4,2,1,,,,,,,31,4,Strategy Scenario Success,Success,Strategy,Strategy Dimensions|Luck Dimensions|Effort Dimensions|Mood Dimensions|Task Dimensions|Aptitude Dimensions,Q90|SO4|SO1|SO2|SO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,,,,,,,,,"I would privately talk to the employee and let them know how I feel. I would tell them that it was poor quality work, and ask them questions about why they would submit it like that. I would get down to the bottom of it. Is the person just lazy or is there something going on in their personal life?",6,,,"I would privately talk to the employee and let them know how I feel. I would tell them that it was poor quality work, and ask them questions about why they would submit it like that. I would get down to the bottom of it. Is the person just lazy or is there something going on in their personal life?",1,0,0,0,6,2,3,2,1,5,1,5,7,4,2,5,2,7,7,7,6,7,5,4,4,3,3,4,3,4,4,3.625,3,3,4,3.333333333,3,2,3,3,2.75,2,1,,,,,,,27,3,Strategy Scenario Fail,Fail,Strategy,Effort Dimensions|Aptitude Dimensions|Strategy Dimensions|Task Dimensions|Mood Dimensions|Luck Dimensions,Q90|SO4|SO3|SO2|SO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,,,,,,,I would ask the employee to assist me in showcasing their work.,11,,,,,I would ask the employee to assist me in showcasing their work.,0,0,0,0,11,1,2,2,1,4,1,2,7,5,1,4,1,7,7,7,7,7,5,4,4,4,2,5,4,5,5,4.125,5,5,3,4.333333333,4,5,4,4,4.25,2,1,,,,,,,43,5,Effort Scenario Success,Success,Effort,Effort Dimensions|Luck Dimensions|Task Dimensions|Aptitude Dimensions|Mood Dimensions|Strategy Dimensions,Q90|SO4|SO1|SO2|SO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,,,,,I would talk to my employee and ask him/her to re-do it.  I have faith in them and that this work isn't comparable to their previous work.  I would also let them know that my door is always open if they need to talk or need help with the project. ,10,,,,,,,I would talk to my employee and ask him/her to re-do it.  I have faith in them and that this work isn't comparable to their previous work.  I would also let them know that my door is always open if they need to talk or need help with the project. ,0,0,0,0,10,2,6,2,4,4,4,5,4,2,2,6,2,4,5,6,4,4,5,4,4,4,4,5,5,5,5,4.5,5,5,5,5,5,5,4,4,4.5,2,1,,,,,,,41,6,Effort Scenario Fail,Fail,Effort,Mood Dimensions|Aptitude Dimensions|Strategy Dimensions|Task Dimensions|Luck Dimensions|Effort Dimensions,Q90|SO4|SO3|SO1|SO2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
280,,,,,I would sit the employee down and tell them they get one more shot to get it right or else there will be consequences.,8,,,,,,,I would sit the employee down and tell them they get one more shot to get it right or else there will be consequences.,0,0,0,0,8,1,2,2,1,5,1,3,7,2,3,7,2,7,7,7,7,6,5,4,4,3,3,3,4,4,3,3.5,3,2,2,2.333333333,2,4,2,2,2.5,2,1,,,,,,,26,5,Effort Scenario Fail,Fail,Effort,Effort Dimensions|Luck Dimensions|Mood Dimensions|Aptitude Dimensions|Strategy Dimensions|Task Dimensions,Q90|SO3|SO4|SO2|SO1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0
281,,,,,,,,,,,I would praise the employee and invite them to accompany me to the meeting where his plan will be showcased.,8,I would praise the employee and invite them to accompany me to the meeting where his plan will be showcased.,0,0,0,0,8,1,5,3,1,5,1,1,6,3,4,5,4,4,4,4,7,3,5,2,2,3,2,3,3,4,3,2.75,6,7,6,6.333333333,3,3,3,3,3,2,,,,,,1,,35,5,Strategy Scenario Success,Success,Strategy,Effort Dimensions|Mood Dimensions|Strategy Dimensions|Task Dimensions|Luck Dimensions|Aptitude Dimensions,Q90|SO1|SO4|SO2|SO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,"I would confront the employee and ask them about the proposal. I would tell them I am not satisfied with their performance and ask them if there is anything going on, and ask them if they want any advice.",6,,,,,,,,,,,"I would confront the employee and ask them about the proposal. I would tell them I am not satisfied with their performance and ask them if there is anything going on, and ask them if they want any advice.",1,0,0,0,6,3,5,3,2,4,2,3,5,4,2,2,2,4,7,7,7,7,5,2,2,2,4,3,3,3,3,2.75,3,3,3,3,2,3,3,3,2.75,1,1,,,,,,,31,5,Aptitude Scenario Fail,Fail,Aptitude,Aptitude Dimensions|Mood Dimensions|Strategy Dimensions|Task Dimensions|Luck Dimensions|Effort Dimensions,Q90|SO3|SO1|SO2|SO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,,,,,,,"In this situation, I would congratulate the employee on the high quality work and effort. I would let them know that I am planning to showcase the proposal, and give them credit.",9,,,,,"In this situation, I would congratulate the employee on the high quality work and effort. I would let them know that I am planning to showcase the proposal, and give them credit.",0,0,0,0,9,1,1,7,1,6,1,1,7,3,2,5,2,7,4,7,7,7,5,3,3,3,2,3,3,3,3,2.875,3,3,3,3,4,3,2,4,3.25,1,1,,,,,,,20,4,Effort Scenario Success,Success,Effort,Effort Dimensions|Strategy Dimensions|Task Dimensions|Luck Dimensions|Mood Dimensions|Aptitude Dimensions,Q90|SO3|SO1|SO4|SO2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
284,,,,,,,,,,,"First, chheck over the proposal to see if any details need to addressed. Second, give the employee proper credit and praise for it. ",10,"First, chheck over the proposal to see if any details need to addressed. Second, give the employee proper credit and praise for it. ",0,0,0,0,10,1,2,5,1,7,1,1,7,5,5,7,2,7,7,7,7,7,5,2,2,3,3,3,3,3,4,2.875,5,4,4,4.333333333,3,3,3,3,3,1,1,,,,,,,51,5,Strategy Scenario Success,Success,Strategy,Strategy Dimensions|Aptitude Dimensions|Effort Dimensions|Mood Dimensions|Luck Dimensions|Task Dimensions,Q90|SO4|SO2|SO3|SO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,,,Try to bring the employee into more of the work responsibilities.,9,,,,,,,,,Try to bring the employee into more of the work responsibilities.,0,1,0,0,9,4,6,5,1,3,1,1,7,5,2,6,2,7,4,7,4,6,5,5,3,4,3,5,4,4,5,4.125,5,4,3,4,4,4,3,4,3.75,1,1,,,,,,,49,3,Aptitude Scenario Success,Success,Aptitude,Luck Dimensions|Strategy Dimensions|Effort Dimensions|Aptitude Dimensions|Mood Dimensions|Task Dimensions,Q90|SO3|SO4|SO2|SO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,,,,,,,"I would absolutely invite the employee to participate in showcasing the proposal, if appropriate. If I could not have the employee involved in the presentation I would ensure that they were appropriately credited for there work. Additionally I would want that employee involved with implementing the proposal moving forward.",10,,,,,"I would absolutely invite the employee to participate in showcasing the proposal, if appropriate. If I could not have the employee involved in the presentation I would ensure that they were appropriately credited for there work. Additionally I would want that employee involved with implementing the proposal moving forward.",0,0,0,0,10,1,4,2,1,5,1,2,5,2,2,7,3,6,7,5,4,7,5,4,5,5,2,5,5,5,5,4.5,6,6,5,5.666666667,4,4,4,4,4,1,1,,,,,,,45,5,Effort Scenario Success,Success,Effort,Task Dimensions|Luck Dimensions|Strategy Dimensions|Mood Dimensions|Aptitude Dimensions|Effort Dimensions,Q90|SO2|SO4|SO3|SO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,,,,,,,,,If I were this employee's manager I would call them in for a private meeting to explain why I am going to reject the proposal. I would also kindly ask them their opinions and let them have a voice in the matter as well. I would explain everything with reason and ask why they think they have done so poorly then state the reason why I think they have to help them grow and learn more.,6,,,If I were this employee's manager I would call them in for a private meeting to explain why I am going to reject the proposal. I would also kindly ask them their opinions and let them have a voice in the matter as well. I would explain everything with reason and ask why they think they have done so poorly then state the reason why I think they have to help them grow and learn more.,1,0,0,0,6,1,1,2,1,3,2,2,7,3,3,5,4,7,5,7,5,7,5,5,4,5,2,3,4,5,4,4,5,7,4,5.333333333,3,4,3,5,3.75,1,1,,,,,,,44,3,Strategy Scenario Fail,Fail,Strategy,Task Dimensions|Luck Dimensions|Effort Dimensions|Strategy Dimensions|Mood Dimensions|Aptitude Dimensions,Q90|SO2|SO3|SO1|SO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,,,,,,,,,"I'd ask them if they felt like they could do a whole lot better, and based-on their response, I might let them try again or I'd assign it to someone else that I knew could do it.",9,,,"I'd ask them if they felt like they could do a whole lot better, and based-on their response, I might let them try again or I'd assign it to someone else that I knew could do it.",0,0,1,1,9,1,1,4,1,2,2,1,5,3,1,3,2,3,5,5,5,7,5,5,4,5,1,5,5,5,5,4.375,6,6,7,6.333333333,2,5,4,4,3.75,1,1,,,,,,,58,4,Strategy Scenario Fail,Fail,Strategy,Mood Dimensions|Aptitude Dimensions|Strategy Dimensions|Luck Dimensions|Effort Dimensions|Task Dimensions,Q90|SO1|SO3|SO4|SO2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
289,Reprimand the employee and tell them that if they don't shape up and do better on the rewrite than he will be written up or terminated. ,2,,,,,,,,,,,Reprimand the employee and tell them that if they don't shape up and do better on the rewrite than he will be written up or terminated. ,0,0,1,1,2,1,7,1,1,7,1,1,7,7,7,7,7,7,7,7,7,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,2,1,,,,,,,30,4,Aptitude Scenario Fail,Fail,Aptitude,Aptitude Dimensions|Mood Dimensions|Task Dimensions|Strategy Dimensions|Effort Dimensions|Luck Dimensions,Q90|SO3|SO1|SO2|SO4,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
290,,,,,I would critique the proposal and ask him to review and correct it. If it came back without much improvement I would ask him to explain why. ,6,,,,,,,I would critique the proposal and ask him to review and correct it. If it came back without much improvement I would ask him to explain why. ,1,0,0,0,6,1,7,1,1,1,1,1,7,2,4,3,1,1,7,1,7,1,5,5,5,5,2,5,5,5,5,4.625,7,7,6,6.666666667,5,4,5,5,4.75,1,1,,,,,,,59,4,Effort Scenario Fail,Fail,Effort,Mood Dimensions|Strategy Dimensions|Task Dimensions|Luck Dimensions|Effort Dimensions|Aptitude Dimensions,Q90|SO3|SO1|SO4|SO2,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
291,,,,,,,I would present the idea but I would make sure to give credit where credit is due. I would make sure to let it be known it was not my idea.,8,,,,,I would present the idea but I would make sure to give credit where credit is due. I would make sure to let it be known it was not my idea.,0,0,0,0,8,2,2,3,2,5,2,2,5,3,6,5,6,5,5,6,6,5,5,3,3,3,2,3,3,3,3,2.875,5,4,4,4.333333333,3,4,3,3,3.25,1,1,,,,,,,46,4,Effort Scenario Success,Success,Effort,Strategy Dimensions|Aptitude Dimensions|Luck Dimensions|Mood Dimensions|Effort Dimensions|Task Dimensions,Q90|SO4|SO2|SO1|SO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,,,I would put him in charge of the project.,11,,,,,,,,,I would put him in charge of the project.,0,0,0,0,11,1,3,2,2,7,1,1,7,3,3,7,3,7,3,7,7,7,5,1,1,1,4,1,1,1,1,1.375,2,2,3,2.333333333,3,3,2,2,2.5,2,1,,,,,,,30,4,Aptitude Scenario Success,Success,Aptitude,Luck Dimensions|Effort Dimensions|Strategy Dimensions|Task Dimensions|Mood Dimensions|Aptitude Dimensions,Q90|SO2|SO3|SO4|SO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,"I would fire the employee, especially if this is a common occurence.",1,,,,,,,,,,,"I would fire the employee, especially if this is a common occurence.",0,0,1,1,1,1,3,2,1,7,1,2,6,4,6,7,3,7,7,7,7,7,5,4,1,5,2,5,4,3,4,3.5,6,6,7,6.333333333,4,5,4,4,4.25,1,1,,,,,1,,34,5,Aptitude Scenario Fail,Fail,Aptitude,Strategy Dimensions|Aptitude Dimensions|Task Dimensions|Effort Dimensions|Luck Dimensions|Mood Dimensions,Q90|SO1|SO3|SO4|SO2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
294,,,I would commend the employee and foster their abilities in any way I could.,10,,,,,,,,,I would commend the employee and foster their abilities in any way I could.,0,1,0,0,10,1,5,5,1,7,4,1,7,4,2,7,2,7,7,7,7,7,5,3,3,4,2,3,3,3,3,3,4,3,2,3,3,4,3,4,3.5,2,1,,,,,,,44,4,Aptitude Scenario Success,Success,Aptitude,Effort Dimensions|Strategy Dimensions|Task Dimensions|Luck Dimensions|Aptitude Dimensions|Mood Dimensions,Q90|SO2|SO4|SO1|SO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,,,,,,,,,,,I appreciate such work                                                              ,8,I appreciate such work                                                              ,0,0,0,0,8,7,1,2,2,1,3,4,1,2,7,4,1,7,3,2,3,5,5,1,5,2,4,3,5,3,3,3.25,6,1,5,4,1,3,2,5,2.75,2,,,1,,,,,54,4,Strategy Scenario Success,Success,Strategy,Effort Dimensions|Aptitude Dimensions|Luck Dimensions|Task Dimensions|Strategy Dimensions|Mood Dimensions,Q90|SO3|SO2|SO4|SO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,,,,,,,I would talk to someone higher up than me and let them know of the employee's accomplishment and recommend them for a promotion and/or raise.,10,,,,,I would talk to someone higher up than me and let them know of the employee's accomplishment and recommend them for a promotion and/or raise.,0,0,0,0,10,4,4,3,4,5,2,2,6,3,4,4,2,7,6,7,6,4,5,4,4,4,4,5,4,4,4,4.125,3,3,2,2.666666667,4,4,4,4,4,1,,,,,,,1,32,4,Effort Scenario Success,Success,Effort,Effort Dimensions|Mood Dimensions|Luck Dimensions|Strategy Dimensions|Aptitude Dimensions|Task Dimensions,Q90|SO1|SO3|SO2|SO4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
